CBSA_NAME,SITE_ID,SITE_NAME,SITE_LATITUDE,SITE_LONGITUDE,DATE,PM2.5,AQI_VALUE
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/6/2023,9.2,38
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/7/2023,4,17
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/7/2023,4,17
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/8/2023,6.8,28
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/8/2023,6.8,28
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/9/2023,10.4,43
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/10/2023,7,29
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/10/2023,7.6,32
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/11/2023,12.1,51
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/12/2023,7.3,30
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/13/2023,5.8,24
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/13/2023,4.3,18
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/14/2023,5.5,23
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/15/2023,3.4,14
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/16/2023,14.3,56
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/16/2023,15.8,59
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/17/2023,11.2,47
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/18/2023,16.4,60
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/19/2023,20.6,69
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/19/2023,23.7,75
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/20/2023,15.6,58
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/21/2023,14.2,55
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/22/2023,11.1,46
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/22/2023,11.9,50
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/23/2023,11.6,48
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/24/2023,6.9,29
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/25/2023,11.8,49
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/25/2023,8.8,37
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/26/2023,6.9,29
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/27/2023,5.6,23
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/28/2023,6.2,26
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/28/2023,5.3,22
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/29/2023,6.8,28
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/30/2023,4.8,20
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/31/2023,3.8,16
"Columbus, OH",390490038,Smoky Row Near Road,40.11107,-83.065415,8/31/2023,3.8,16
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/1/2023,10.4,43
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/2/2023,6.5,27
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/3/2023,4.4,18
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/4/2023,5.2,22
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/5/2023,4.8,20
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/6/2023,6.3,26
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/6/2023,4.9,20
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/7/2023,5.3,22
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/8/2023,9.7,40
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/9/2023,13.1,53
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/10/2023,12.9,53
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/11/2023,11.4,48
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/12/2023,14.6,56
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/12/2023,11.4,48
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/13/2023,2.4,10
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/14/2023,3.7,15
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/15/2023,5.4,23
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/16/2023,5.1,21
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/17/2023,6.2,26
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/18/2023,11.4,48
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/18/2023,10.2,43
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/19/2023,4.2,18
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/20/2023,3.9,16
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/21/2023,6.5,27
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/22/2023,7.6,32
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/23/2023,9.1,38
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/24/2023,17.6,63
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/24/2023,13.6,54
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/25/2023,8.8,37
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/26/2023,7.9,33
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/27/2023,4.3,18
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/28/2023,5.4,23
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/29/2023,8.1,34
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/30/2023,7.2,30
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/30/2023,6.3,26
"Lima, OH",390030009,Lima,40.770944,-84.0539,1/31/2023,5.4,23
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/1/2023,10.4,43
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/2/2023,9,38
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/3/2023,3.5,15
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/4/2023,4.2,18
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/5/2023,6.4,27
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/5/2023,4.2,18
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/6/2023,9.9,41
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/7/2023,7.6,32
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/8/2023,11.8,49
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/9/2023,6.9,29
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/10/2023,10,42
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/11/2023,1.9,8
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/11/2023,5.2,22
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/12/2023,5.7,24
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/13/2023,4.3,18
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/14/2023,5.1,21
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/15/2023,4.5,19
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/16/2023,8.9,37
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/17/2023,5.1,21
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/17/2023,3.4,14
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/18/2023,5.4,23
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/19/2023,4.4,18
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/20/2023,8.2,34
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/21/2023,8,33
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/22/2023,4.8,20
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/23/2023,4.1,17
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/23/2023,5.1,21
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/24/2023,3.4,14
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/25/2023,7.4,31
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/26/2023,9.8,41
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/27/2023,8.3,35
"Lima, OH",390030009,Lima,40.770944,-84.0539,2/28/2023,3.8,16
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/1/2023,7.7,32
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/1/2023,8,33
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/2/2023,8.3,35
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/3/2023,10.1,42
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/4/2023,7.4,31
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/5/2023,7.1,30
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/6/2023,6.5,27
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/7/2023,3.7,15
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/7/2023,3.9,16
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/8/2023,3.6,15
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/9/2023,2.7,11
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/10/2023,6.3,26
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/11/2023,2.1,9
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/12/2023,5.8,24
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/13/2023,7.3,30
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/13/2023,6.1,25
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/14/2023,2.7,11
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/15/2023,4.9,20
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/16/2023,6.2,26
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/17/2023,6.4,27
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/18/2023,3,13
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/19/2023,4.4,18
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/19/2023,3.7,15
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/20/2023,5.4,23
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/21/2023,7.9,33
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/22/2023,12.9,53
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/23/2023,7.9,33
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/24/2023,7.8,33
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/25/2023,3,13
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/25/2023,3,13
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/26/2023,6,25
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/27/2023,8.6,36
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/28/2023,8.2,34
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/29/2023,8.1,34
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/30/2023,6,25
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/31/2023,10.7,45
"Lima, OH",390030009,Lima,40.770944,-84.0539,3/31/2023,9.7,40
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/1/2023,5,21
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/2/2023,4.6,19
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/3/2023,,
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/4/2023,,
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/5/2023,,
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/6/2023,45.8,126
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/7/2023,5,21
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/8/2023,4.3,18
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/9/2023,6.8,28
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/10/2023,7,29
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/11/2023,8.8,37
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/12/2023,7.9,33
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/12/2023,6.8,28
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/13/2023,9.7,40
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/14/2023,8.3,35
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/15/2023,9.4,39
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/16/2023,4,17
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/17/2023,1.8,8
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/18/2023,4.9,20
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/18/2023,4.3,18
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/19/2023,7.5,31
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/20/2023,8.1,34
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/21/2023,5.9,25
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/22/2023,5.4,23
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/23/2023,2.8,12
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/24/2023,7.9,33
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/24/2023,7,29
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/25/2023,10.5,44
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/26/2023,10.8,45
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/27/2023,6.4,27
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/28/2023,4.2,18
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/29/2023,5.4,23
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/30/2023,3.1,13
"Lima, OH",390030009,Lima,40.770944,-84.0539,4/30/2023,2.7,11
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/1/2023,1.2,5
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/2/2023,1.3,5
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/3/2023,2.1,9
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/4/2023,3.6,15
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/5/2023,4.9,20
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/6/2023,8.2,34
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/6/2023,6.7,28
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/7/2023,6.4,27
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/8/2023,8.7,36
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/9/2023,4.5,19
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/10/2023,4.2,18
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/11/2023,7.1,30
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/12/2023,11,46
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/12/2023,9.9,41
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/13/2023,9.5,40
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/14/2023,5.7,24
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/15/2023,4.3,18
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/16/2023,6.6,28
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/17/2023,3.9,16
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/18/2023,5.5,23
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/18/2023,5.4,23
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/19/2023,9.6,40
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/20/2023,14.6,56
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/21/2023,7.3,30
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/22/2023,6.1,25
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/23/2023,10.8,45
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/24/2023,10.4,43
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/24/2023,9.3,39
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/25/2023,2.8,12
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/26/2023,4.5,19
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/27/2023,3.8,16
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/28/2023,6,25
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/29/2023,7.4,31
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/30/2023,6.3,26
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/30/2023,4.4,18
"Lima, OH",390030009,Lima,40.770944,-84.0539,5/31/2023,3.3,14
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/1/2023,7.4,31
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/2/2023,11.3,47
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/3/2023,12.2,51
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/4/2023,6.8,28
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/5/2023,24.6,77
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/5/2023,24.5,77
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/6/2023,35.1,99
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/7/2023,36.9,104
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/8/2023,25.4,79
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/9/2023,11.2,47
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/10/2023,16.7,61
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/11/2023,17.2,62
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/11/2023,15.4,58
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/12/2023,6.7,28
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/13/2023,7.6,32
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/14/2023,4.3,18
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/15/2023,12.4,52
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/16/2023,18.3,64
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/17/2023,28.5,85
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/17/2023,31.3,91
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/18/2023,20.9,70
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/19/2023,16,59
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/20/2023,10.7,45
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/21/2023,16.2,60
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/22/2023,4.8,20
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/23/2023,5.7,24
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/23/2023,4.8,20
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/24/2023,4.6,19
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/25/2023,8.2,34
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/26/2023,7.7,32
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/27/2023,90.2,169
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/28/2023,117.4,183
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/29/2023,78.2,163
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/29/2023,79.6,163
"Lima, OH",390030009,Lima,40.770944,-84.0539,6/30/2023,15,57
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/1/2023,9.1,38
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/2/2023,3,13
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/3/2023,3.8,16
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/4/2023,10.5,44
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/5/2023,12.2,51
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/5/2023,9.6,40
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/6/2023,7.2,30
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/7/2023,8.4,35
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/8/2023,5.1,21
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/9/2023,4.3,18
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/10/2023,6.6,28
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/11/2023,9.6,40
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/11/2023,8.4,35
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/12/2023,9,38
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/13/2023,2.5,10
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/14/2023,3.3,14
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/15/2023,2.7,11
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/16/2023,35,99
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/17/2023,49.7,136
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/17/2023,47.8,131
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/18/2023,21.6,71
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/19/2023,7.7,32
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/20/2023,8.7,36
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/21/2023,4.2,18
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/22/2023,7.6,32
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/23/2023,9.4,39
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/23/2023,7,29
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/24/2023,9.3,39
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/25/2023,20.7,69
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/26/2023,18.2,64
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/27/2023,9.9,41
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/28/2023,6.4,27
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/29/2023,4.5,19
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/29/2023,2.8,12
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/30/2023,3.3,14
"Lima, OH",390030009,Lima,40.770944,-84.0539,7/31/2023,3.2,13
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/1/2023,6.8,28
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/2/2023,15.4,58
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/3/2023,19,66
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/4/2023,17.5,62
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/4/2023,14.2,55
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/5/2023,16.1,59
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/6/2023,7.1,30
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/7/2023,2.7,11
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/8/2023,6.6,28
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/9/2023,9.1,38
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/10/2023,10.8,45
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/10/2023,9.3,39
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/11/2023,9.7,40
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/12/2023,5.6,23
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/13/2023,2.3,10
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/14/2023,3.4,14
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/15/2023,3.2,13
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/16/2023,10.7,45
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/16/2023,8.8,37
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/17/2023,10.9,45
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/18/2023,12.4,52
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/19/2023,14.1,55
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/20/2023,12.7,52
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/21/2023,10.9,45
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/22/2023,8.5,35
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/22/2023,6.6,28
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/23/2023,12,50
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/24/2023,7.5,31
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/25/2023,7.6,32
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/26/2023,6.4,27
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/27/2023,6.5,27
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/28/2023,3.9,16
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/29/2023,5.6,23
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/30/2023,3,13
"Lima, OH",390030009,Lima,40.770944,-84.0539,8/31/2023,2.5,10
"New York-Newark-Jersey City, NY-NJ-PA",360810125,Queens College Near Road,40.739264,-73.817694,1/1/2023,10.4,43
"New York-Newark-Jersey City, NY-NJ-PA",360810125,Queens College Near Road,40.739264,-73.817694,1/2/2023,13.3,54
"New York-Newark-Jersey City, NY-NJ-PA",360810125,Queens College Near Road,40.739264,-73.817694,1/3/2023,19.5,67
"New York-Newark-Jersey City, NY-NJ-PA",360810125,Queens College Near Road,40.739264,-73.817694,1/4/2023,16.4,60
"New York-Newark-Jersey City, NY-NJ-PA",360810125,Queens College Near Road,40.739264,-73.817694,1/5/2023,8.5,35
"New York-Newark-Jersey City, NY-NJ-PA",360810125,Queens College Near Road,40.739264,-73.817694,1/6/2023,8.8,37
"New York-Newark-Jersey City, NY-NJ-PA",360810125,Queens College Near Road,40.739264,-73.817694,1/7/2023,8.3,35
"New York-Newark-Jersey City, NY-NJ-PA",360810125,Queens College Near Road,40.739264,-73.817694,1/8/2023,7.4,31
"New York-Newark-Jersey City, NY-NJ-PA",360810125,Queens College Near Road,40.739264,-73.817694,1/9/2023,10.1,42
"New York-Newark-Jersey City, NY-NJ-PA",360810125,Queens College Near Road,40.739264,-73.817694,1/10/2023,11.3,47
"New York-Newark-Jersey City, NY-NJ-PA",360810125,Queens College Near Road,40.739264,-73.817694,1/11/2023,10.5,44
"New York-Newark-Jersey City, NY-NJ-PA",360810125,Queens College Near Road,40.739264,-73.817694,1/12/2023,9.6,40
"New York-Newark-Jersey City, NY-NJ-PA",360810125,Queens College Near Road,40.739264,-73.817694,1/13/2023,10.1,42
"New York-Newark-Jersey City, NY-NJ-PA",360810125,Queens College Near Road,40.739264,-73.817694,1/14/2023,7.8,33
"New York-Newark-Jersey City, NY-NJ-PA",360810125,Queens College Near Road,40.739264,-73.817694,1/15/2023,7.3,30
"New York-Newark-Jersey City, NY-NJ-PA",360810125,Queens College Near Road,40.739264,-73.817694,1/16/2023,7.4,31
